prefix	as_path	timestamp	origin	prefix_id	prefix_block_id
1.22.120.0/22	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	783	783
1.22.120.0/23	{22742,3257,6453,4755,45528}	1610340765	45528	784	784
1.22.120.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	785	785
1.22.122.0/24	{22742,3257,6453,4755,45528}	1610731361	45528	786	786
1.22.123.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	787	787
1.22.124.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	788	788
1.22.125.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	789	789
1.22.126.0/24	{22742,3257,9498,9730,45528,45528,45528,45528}	1610340914	45528	790	790
1.22.127.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	791	791
1.22.132.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}	1611107005	45528	792	792
1.22.132.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	793	793
1.22.133.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	794	794
1.22.134.0/24	{22742,3257,9498,45528}	1610340829	45528	795	795
1.22.135.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	796	796
1.22.136.0/24	{22742,3257,9498,45528}	1610340829	45528	797	797
1.22.137.0/24	{22742,3257,9498,45528}	1610340832	45528	798	798
1.22.138.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610798158	45528	799	799
1.22.139.0/24	{22742,3257,9498,45528}	1610340535	45528	800	800
1.22.140.0/24	{22742,3257,9498,45528}	1610340832	45528	801	801
1.22.145.0/24	{22742,3257,6453,9498,45528,45528,45528,45528,45528}	1610340843	45528	802	802
1.22.146.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	803	803
1.22.146.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	804	804
1.22.147.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	805	805
1.22.148.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	806	806
1.22.148.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	807	807
1.22.149.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	808	808
1.22.150.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	809	809
1.22.150.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	810	810
1.22.151.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	811	811
1.22.152.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340736	45528	812	812
1.22.153.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	813	813
1.22.154.0/24	{22742,3257,9498,9730,45528,45528,45528,45528}	1610340914	45528	814	814
1.22.155.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	815	815
1.22.156.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	816	816
1.22.157.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	817	817
1.22.158.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	818	818
1.22.159.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	819	819
1.22.160.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	820	820
1.22.161.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610537567	45528	821	821
1.22.163.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610537567	45528	822	822
1.22.164.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	823	823
1.22.165.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	824	824
1.22.166.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	825	825
1.22.167.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	826	826
1.22.170.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	827	827
1.22.171.0/24	{22742,3257,9498,45528}	1610340832	45528	828	828
1.22.172.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	829	829
1.22.173.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	830	830
1.22.176.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	831	831
1.22.177.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	832	832
1.22.178.0/24	{22742,3257,9498,45528}	1610340832	45528	833	833
1.22.179.0/24	{22742,3257,9498,9730,45528}	1610340929	45528	834	834
1.22.180.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	835	835
1.22.181.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	836	836
1.22.182.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340736	45528	837	837
1.22.183.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	838	838
1.22.184.0/23	{22742,3257,9498,45528}	1611229363	45528	839	839
1.22.184.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	840	840
1.22.185.0/24	{22742,3257,9498,45528}	1611229363	45528	841	841
1.22.186.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	842	842
1.22.186.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	843	843
1.22.187.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	844	844
1.22.188.0/24	{22742,3257,9498,45528}	1611229363	45528	845	845
1.22.189.0/24	{22742,3257,9498,45528}	1611229363	45528	846	846
1.22.192.0/23	{22742,3257,9498,9730,45528}	1610340929	45528	847	847
1.22.192.0/24	{22742,3257,9498,9730,45528}	1610340929	45528	848	848
1.22.193.0/24	{22742,3257,9498,9730,45528}	1610340929	45528	849	849
1.22.194.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}	1610537567	45528	850	850
1.22.194.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610803661	45528	851	851
1.22.195.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1611126638	45528	852	852
1.22.196.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	853	853
1.22.197.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	854	854
1.22.198.0/24	{22742,3257,9498,45528}	1610340829	45528	855	855
1.22.199.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610537567	45528	856	856
1.22.200.0/23	{22742,3257,9498,45528,45528,45528,45528}	1610340929	45528	857	857
1.22.200.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340736	45528	858	858
1.22.201.0/24	{22742,3257,9498,45528,45528,45528,45528}	1610340929	45528	859	859
1.22.206.0/24	{22742,3257,9498,45528,45528,45528,45528}	1610340929	45528	860	860
1.22.207.0/24	{22742,3257,9498,45528,45528,45528,45528}	1610340929	45528	861	861
1.22.208.0/23	{22742,3257,9498,45528}	1610340832	45528	862	862
1.22.208.0/24	{22742,3257,9498,45528}	1610340832	45528	863	863
1.22.209.0/24	{22742,3257,9498,45528}	1610340832	45528	864	864
1.22.210.0/24	{22742,3257,9498,45528}	1610340832	45528	865	865
1.22.214.0/24	{22742,3257,9498,45528}	1610340535	45528	866	866
1.22.215.0/24	{22742,3257,9498,45528}	1610340832	45528	867	867
1.22.228.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	868	868
1.22.229.0/24	{22742,3257,9498,45528}	1610340832	45528	869	869
1.22.230.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	870	870
1.22.231.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	871	871
1.22.232.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	872	872
1.22.232.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1611164363	45528	873	873
1.22.233.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1611120753	45528	874	874
1.22.234.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	875	875
1.22.235.0/24	{22742,3257,9498,45528}	1610340832	45528	876	876
1.22.240.0/23	{22742,3257,9498,45528}	1610768849	45528	877	877
1.22.240.0/24	{22742,3257,9498,45528}	1610768849	45528	878	878
1.22.241.0/24	{22742,3257,9498,45528}	1610768849	45528	879	879
1.22.242.0/24	{22742,3257,9498,45528}	1610340877	45528	880	880
1.22.243.0/24	{22742,3257,9498,45528}	1610768849	45528	881	881
1.22.248.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340561	45528	882	882
1.22.249.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	883	883
1.22.250.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1611107121	45528	884	884
1.22.251.0/24	{22742,3257,6453,4755,45528}	1611239767	45528	885	885
1.22.252.0/23	{22742,3257,9498,45528}	1610340832	45528	886	886
1.22.252.0/24	{22742,3257,9498,45528}	1610340832	45528	887	887
1.22.253.0/24	{22742,3257,6453,4755,45528}	1610949259	45528	888	888
1.22.254.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	889	889
1.22.255.0/24	{22742,3257,9498,45528}	1610946888	45528	890	890
1.23.0.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	891	891
1.23.1.0/24	{22742,3257,9498,45528}	1610381288	45528	892	892
1.23.2.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	893	893
1.23.3.0/24	{22742,3257,9498,45528}	1611229363	45528	894	894
1.23.4.0/24	{22742,3257,6453,4755,45528}	1610340765	45528	895	895
1.23.5.0/24	{22742,3257,9498,45528,45528,45528,45528}	1610813846	45528	896	896
1.23.6.0/24	{22742,3257,9498,45528}	1610340832	45528	897	897
1.23.10.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	898	898
1.23.10.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	899	899
1.23.11.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	900	900
1.23.12.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	901	901
1.23.13.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	902	902
1.23.16.0/21	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	903	903
1.23.16.0/22	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	904	904
1.23.16.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	905	905
1.23.17.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	906	906
1.23.18.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	907	907
1.23.19.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	908	908
1.23.20.0/22	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	909	909
1.23.20.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	910	910
1.23.21.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	911	911
1.23.22.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	912	912
1.23.23.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	913	913
1.23.25.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	914	914
1.23.26.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	915	915
1.23.27.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1611107121	45528	916	916
1.23.29.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340736	45528	917	917
1.23.30.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610712205	45528	918	918
1.23.31.0/24	{22742,3257,9498,45528}	1610340829	45528	919	919
1.23.32.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	920	920
1.23.33.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1611107121	45528	921	921
1.23.34.0/24	{22742,3257,9498,9730,45528}	1610340929	45528	922	922
1.23.35.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	923	923
1.23.36.0/24	{22742,3257,9498,45528}	1610383226	45528	924	924
1.23.37.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	925	925
1.23.38.0/24	{22742,3257,9498,45528}	1610340832	45528	926	926
1.23.39.0/24	{22742,3257,9498,45528}	1610340832	45528	927	927
1.23.40.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	928	928
1.23.41.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	929	929
1.23.43.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	930	930
1.23.44.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1611107121	45528	931	931
1.23.45.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1611107121	45528	932	932
1.23.46.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	933	933
1.23.47.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	934	934
1.23.48.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	935	935
1.23.49.0/24	{22742,3257,6453,4755,45528}	1610725880	45528	936	936
1.23.50.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	937	937
1.23.51.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	938	938
1.23.52.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	939	939
1.23.53.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	940	940
1.23.54.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	941	941
1.23.55.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	942	942
1.23.56.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610378740	45528	943	943
1.23.57.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	944	944
1.23.61.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	945	945
1.23.62.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	946	946
1.23.68.0/24	{22742,3257,9498,9730,45528}	1610340929	45528	947	947
1.23.69.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	948	948
1.23.70.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	949	949
1.23.73.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	950	950
1.23.74.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	951	951
1.23.74.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	952	952
1.23.75.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	953	953
1.23.76.0/23	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	954	954
1.23.76.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	955	955
1.23.77.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	956	956
1.23.78.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1611107121	45528	957	957
1.23.79.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1611107121	45528	958	958
1.23.80.0/24	{22742,3257,9498,45528}	1610340832	45528	959	959
1.23.81.0/24	{22742,3257,6453,4755,45528}	1610875602	45528	960	960
1.23.82.0/24	{22742,3257,9498,45528}	1610340832	45528	961	961
1.23.83.0/24	{22742,3257,9498,45528}	1610875594	45528	962	962
1.23.84.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	963	963
1.23.85.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	964	964
1.23.86.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	965	965
1.23.90.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	966	966
1.23.90.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	967	967
1.23.91.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	968	968
1.23.92.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	969	969
1.23.93.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	970	970
1.23.94.0/23	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	971	971
1.23.94.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	972	972
1.23.95.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	973	973
1.23.97.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	974	974
1.23.98.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	975	975
1.23.99.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	976	976
1.23.104.0/22	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	977	977
1.23.104.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	978	978
1.23.105.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	979	979
1.23.106.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610378740	45528	980	980
1.23.107.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	981	981
1.23.108.0/22	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610378740	45528	982	982
1.23.108.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1611332436	45528	983	983
1.23.109.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	984	984
1.23.110.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	985	985
1.23.111.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	986	986
1.23.119.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610640161	45528	987	987
1.23.121.0/24	{22742,3257,9498,45528}	1610340832	45528	988	988
1.23.122.0/24	{22742,3257,9498,45528}	1610340832	45528	989	989
1.23.123.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340736	45528	990	990
1.23.124.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610537567	45528	991	991
1.23.125.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	992	992
1.23.126.0/24	{22742,3257,6453,4755,45528,45528,45528,45528}	1610340736	45528	993	993
1.23.127.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	994	994
1.23.128.0/24	{22742,3257,9498,45528,45528,45528,45528}	1610340929	45528	995	995
1.23.130.0/24	{22742,3257,6453,4755,45528}	1611312225	45528	996	996
1.23.132.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340840	45528	997	997
1.23.140.0/24	{22742,3257,6453,4755,45528,45528,45528,45528,45528}	1610340750	45528	998	998
1.23.142.0/24	{22742,3257,9498,45528,45528,45528,45528,45528}	1610340912	45528	999	999
